top,top_color,bottom,bottom_color,shoes,shoes_color,occasion,temperature,feels_like,weather_type,season_match,score
dress,burgundy,none,none,sneakers,pink,formal,10,12,cloudy,0.817,0.652
hoodie,pink,jeans,navy,loafers,navy,business,20,19,sunny,0.817,0.649
blouse,white,trousers,green,sandals,blue,formal,32,33,sunny,0.8,0.797
tank-top,white,skirt,red,sandals,burgundy,party,28,31,sunny,1.0,0.894
shirt,blue,jeans,burgundy,boots,green,sport,18,16,sunny,0.867,0.591
polo,red,jeans,brown,sandals,black,date,32,36,sunny,0.9,0.755
hoodie,purple,skirt,burgundy,sneakers,navy,date,12,12,sunny,0.817,0.679
shirt,purple,jeans,pink,sneakers,green,date,22,25,sunny,0.867,0.794
cardigan,brown,skirt,brown,oxfords,white,casual,15,11,rain,0.867,0.67
tank-top,red,shorts,black,sneakers,brown,party,32,32,cloudy,1.0,0.729
blazer,burgundy,leggings,black,loafers,purple,formal,20,22,sunny,0.867,0.733
hoodie,green,jeans,brown,sneakers,navy,date,12,7,rain,0.817,0.653
hoodie,red,jeans,gray,oxfords,white,party,18,17,sunny,0.817,0.747
hoodie,gray,leggings,pink,oxfords,blue,sport,8,7,sunny,0.817,0.706
t-shirt,burgundy,jeans,navy,loafers,white,date,10,12,sunny,0.817,0.737
blouse,yellow,trousers,navy,oxfords,navy,business,15,12,rain,0.867,0.89
polo,black,skirt,white,loafers,orange,business,32,34,cloudy,0.917,0.775
blazer,black,skirt,purple,sneakers,black,formal,8,4,rain,0.867,0.677
hoodie,yellow,jeans,brown,sneakers,pink,party,2,-2,snow,0.933,0.6
sweater,navy,sweatpants,black,boots,black,casual,10,12,sunny,0.817,0.703
sweater,black,trousers,red,loafers,pink,date,2,-2,rain,0.933,0.712
shirt,white,skirt,black,boots,black,formal,8,7,cloudy,0.867,0.832
blouse,red,leggings,red,sandals,pink,date,18,18,sunny,0.867,0.776
dress,beige,none,none,sneakers,blue,formal,28,33,sunny,0.8,0.727
polo,gray,skirt,white,sandals,blue,date,18,14,rain,0.867,0.762
polo,white,jeans,beige,sneakers,orange,sport,22,26,sunny,0.867,0.759
t-shirt,pink,jeans,navy,sneakers,beige,casual,15,14,sunny,0.817,0.863
polo,pink,shorts,black,heels,black,formal,28,27,rain,0.917,0.72
shirt,navy,sweatpants,burgundy,loafers,blue,sport,5,3,rain,0.867,0.646
blazer,gray,skirt,beige,loafers,orange,business,28,24,rain,0.783,0.772
dress,burgundy,none,none,sneakers,green,date,12,12,cloudy,0.817,0.707
polo,black,jeans,yellow,boots,gray,party,5,6,cloudy,0.867,0.701
shirt,burgundy,skirt,navy,sandals,orange,formal,25,22,rain,0.95,0.734
dress,red,none,none,boots,red,party,8,7,rain,0.817,0.716
blazer,pink,trousers,beige,sneakers,red,party,20,19,sunny,0.867,0.652
shirt,green,trousers,blue,heels,black,date,10,9,sunny,0.867,0.781
dress,burgundy,none,none,sandals,navy,casual,28,24,rain,0.8,0.777
shirt,gray,trousers,beige,oxfords,red,party,22,18,rain,0.867,0.752
shirt,navy,jeans,blue,boots,gray,casual,5,3,rain,0.867,0.815
shirt,orange,skirt,brown,sneakers,white,business,18,17,rain,0.867,0.727
blouse,pink,skirt,brown,boots,green,date,5,5,cloudy,0.867,0.774
blouse,beige,jeans,orange,loafers,burgundy,date,32,34,cloudy,0.817,0.775
blouse,red,jeans,black,sneakers,green,formal,15,14,sunny,0.867,0.678
blouse,green,skirt,orange,heels,white,party,12,12,sunny,0.867,0.832
dress,burgundy,none,none,heels,orange,date,28,27,rain,0.717,0.827
hoodie,black,jeans,pink,sneakers,black,sport,8,7,cloudy,0.817,0.705
blazer,black,leggings,pink,sneakers,gray,date,12,13,sunny,0.867,0.752
polo,gray,trousers,white,loafers,black,sport,10,11,cloudy,0.867,0.718
cardigan,green,trousers,orange,boots,blue,sport,2,3,cloudy,1.0,0.602
blouse,purple,jeans,red,sandals,red,party,28,26,rain,0.9,0.728
blouse,white,shorts,gray,loafers,black,sport,15,16,cloudy,0.867,0.74
blazer,burgundy,shorts,white,boots,black,business,5,2,rain,0.867,0.736
blazer,green,trousers,red,heels,pink,business,12,7,rain,0.867,0.814
blazer,yellow,trousers,white,boots,black,formal,18,19,sunny,0.867,0.759
blouse,white,shorts,white,oxfords,blue,business,18,18,sunny,0.867,0.811
dress,navy,none,none,sandals,blue,formal,28,31,sunny,0.8,0.717
blazer,beige,shorts,red,heels,beige,business,25,28,sunny,0.783,0.646
blouse,navy,leggings,purple,sneakers,black,sport,25,28,sunny,0.9,0.701
tank-top,white,leggings,brown,sandals,pink,party,28,29,sunny,0.9,0.712
hoodie,white,skirt,navy,sandals,navy,casual,25,26,sunny,0.733,0.84
blouse,brown,jeans,white,sneakers,navy,date,20,18,cloudy,0.867,0.826
t-shirt,burgundy,skirt,gray,sneakers,gray,sport,10,10,sunny,0.817,0.758
blazer,burgundy,jeans,red,heels,pink,date,5,5,cloudy,0.867,0.72
dress,red,none,none,loafers,white,party,15,15,cloudy,0.817,0.752
t-shirt,orange,leggings,purple,loafers,brown,casual,32,31,cloudy,0.817,0.754
blazer,navy,leggings,beige,heels,gray,casual,20,22,sunny,0.867,0.764
hoodie,black,jeans,black,oxfords,orange,date,2,-3,rain,0.933,0.653
sweater,navy,leggings,burgundy,boots,blue,sport,8,8,cloudy,0.817,0.681
tank-top,black,skirt,black,loafers,red,sport,28,29,cloudy,0.917,0.756
blouse,orange,jeans,green,sneakers,yellow,party,28,27,rain,0.9,0.658
dress,red,none,none,sneakers,yellow,party,12,13,sunny,0.817,0.669
shirt,navy,jeans,gray,loafers,burgundy,date,12,13,sunny,0.867,0.856
sweater,brown,trousers,red,oxfords,white,party,5,4,cloudy,0.817,0.648
cardigan,red,jeans,navy,sneakers,black,party,15,16,sunny,0.867,0.732
shirt,yellow,jeans,black,boots,blue,formal,10,12,sunny,0.867,0.793
blouse,green,leggings,pink,loafers,orange,party,20,18,rain,0.867,0.691
blazer,brown,skirt,burgundy,sneakers,orange,business,25,23,cloudy,0.867,0.773
blouse,purple,jeans,gray,sneakers,red,sport,10,9,cloudy,0.867,0.592
shirt,black,trousers,green,sandals,orange,date,20,18,rain,0.867,0.752
blazer,burgundy,trousers,orange,sneakers,white,formal,18,19,sunny,0.867,0.751
sweater,pink,shorts,orange,boots,beige,date,15,14,rain,0.817,0.671
t-shirt,gray,shorts,blue,loafers,navy,casual,25,28,sunny,0.917,0.897
t-shirt,black,leggings,pink,loafers,black,date,25,30,sunny,0.817,0.653
polo,burgundy,jeans,navy,loafers,burgundy,party,5,5,cloudy,0.867,0.676
hoodie,red,shorts,gray,sneakers,black,sport,22,26,sunny,0.817,0.776
dress,white,none,none,loafers,black,formal,18,18,cloudy,0.817,0.795
cardigan,white,trousers,white,boots,white,business,22,26,sunny,0.867,0.706
blazer,burgundy,jeans,black,loafers,navy,casual,12,10,rain,0.867,0.851
dress,white,none,none,heels,yellow,date,25,25,cloudy,0.717,0.793
cardigan,burgundy,trousers,gray,sneakers,navy,sport,5,1,snow,0.867,0.67
t-shirt,purple,jeans,yellow,heels,navy,date,25,27,sunny,0.817,0.707
sweater,white,trousers,burgundy,heels,white,formal,12,12,sunny,0.817,0.857
tank-top,blue,trousers,black,boots,white,sport,18,16,rain,0.767,0.735
cardigan,green,leggings,green,heels,navy,party,20,21,sunny,0.867,0.725
blazer,black,leggings,orange,sneakers,red,party,18,20,sunny,0.867,0.658
sweater,white,jeans,red,boots,orange,business,8,4,rain,0.817,0.741
cardigan,gray,skirt,black,sandals,black,formal,18,13,rain,0.867,0.657
blazer,navy,trousers,gray,oxfords,navy,formal,28,30,cloudy,0.533,0.831
blazer,beige,leggings,black,sneakers,black,party,25,22,rain,0.767,0.676
t-shirt,pink,leggings,pink,sneakers,burgundy,business,32,34,sunny,0.9,0.683
polo,black,jeans,yellow,boots,black,casual,12,14,sunny,0.867,0.825
polo,gray,jeans,blue,heels,black,casual,10,8,sunny,0.867,0.815
shirt,gray,jeans,white,boots,pink,business,10,5,rain,0.867,0.79
dress,black,none,none,boots,green,casual,22,24,sunny,0.817,0.696
dress,navy,none,none,oxfords,brown,casual,5,0,snow,0.817,0.55
cardigan,blue,leggings,navy,boots,gray,business,2,-2,rain,1.0,0.792
dress,gray,none,none,sneakers,gray,business,18,18,sunny,0.817,0.713
dress,pink,none,none,loafers,brown,sport,15,16,sunny,0.817,0.521
sweater,black,shorts,black,boots,beige,formal,8,8,sunny,0.817,0.651
blouse,black,skirt,burgundy,sandals,burgundy,date,28,30,sunny,1.0,0.882
blazer,white,trousers,orange,heels,burgundy,party,8,9,cloudy,0.867,0.737
blazer,black,sweatpants,black,heels,white,formal,10,6,rain,0.867,0.786
hoodie,navy,jeans,gray,sneakers,white,casual,10,9,sunny,0.817,0.924
dress,purple,none,none,oxfords,brown,formal,12,10,rain,0.817,0.736
blazer,orange,jeans,blue,loafers,orange,party,22,26,sunny,0.867,0.708
blazer,yellow,skirt,yellow,oxfords,red,casual,22,24,sunny,0.867,0.691
sweater,burgundy,sweatpants,red,loafers,green,party,12,12,sunny,0.817,0.588
t-shirt,pink,trousers,black,sneakers,beige,formal,22,20,rain,0.817,0.705
cardigan,blue,leggings,black,sneakers,black,party,18,20,sunny,0.867,0.639
shirt,beige,shorts,brown,sandals,gray,formal,25,27,cloudy,0.95,0.72
blazer,white,skirt,navy,sneakers,beige,party,20,22,sunny,0.867,0.824
polo,burgundy,leggings,navy,loafers,green,date,10,7,rain,0.867,0.691
shirt,orange,skirt,yellow,sneakers,black,formal,22,23,sunny,0.867,0.777
dress,gray,none,none,loafers,black,casual,18,19,sunny,0.817,0.798
tank-top,burgundy,trousers,white,sneakers,white,sport,8,9,sunny,0.767,0.71
blouse,navy,skirt,green,sandals,brown,business,32,37,sunny,1.0,0.737
dress,burgundy,none,none,sandals,orange,date,32,34,cloudy,0.8,0.766
shirt,orange,shorts,burgundy,heels,yellow,date,28,26,rain,0.867,0.695
cardigan,gray,leggings,gray,oxfords,black,sport,15,14,rain,0.867,0.722
shirt,yellow,trousers,gray,sneakers,black,business,15,13,sunny,0.867,0.831
shirt,brown,shorts,blue,sandals,pink,sport,28,29,cloudy,0.95,0.645
blazer,white,leggings,navy,sneakers,white,business,18,18,cloudy,0.867,0.771
blouse,purple,trousers,blue,loafers,burgundy,date,28,27,rain,0.717,0.727
cardigan,blue,trousers,pink,heels,purple,sport,10,11,sunny,0.867,0.506
tank-top,white,skirt,white,sneakers,pink,formal,28,30,sunny,1.0,0.687
t-shirt,black,skirt,white,loafers,black,date,32,30,rain,0.917,0.737
tank-top,gray,skirt,gray,sneakers,blue,sport,28,24,rain,1.0,0.81
cardigan,black,skirt,green,loafers,pink,formal,20,21,sunny,0.867,0.685
shirt,blue,trousers,navy,loafers,green,business,12,11,sunny,0.867,0.85
blouse,yellow,shorts,green,oxfords,red,date,25,28,sunny,0.867,0.722
tank-top,navy,leggings,navy,oxfords,orange,sport,10,8,cloudy,0.767,0.622
cardigan,blue,jeans,pink,sneakers,navy,sport,10,11,sunny,0.867,0.671
tank-top,beige,jeans,orange,sandals,green,party,32,31,rain,0.9,0.673
blazer,orange,trousers,black,sneakers,black,date,28,31,sunny,0.667,0.728
shirt,pink,skirt,beige,oxfords,blue,casual,5,-3,snow,0.867,0.589
dress,purple,none,none,loafers,brown,party,28,29,cloudy,0.717,0.788
shirt,yellow,skirt,navy,sneakers,navy,date,12,8,rain,0.867,0.668
t-shirt,white,trousers,burgundy,boots,pink,casual,18,17,cloudy,0.817,0.794
cardigan,gray,leggings,black,boots,red,business,10,11,sunny,0.867,0.8
dress,brown,none,none,loafers,white,formal,25,26,sunny,0.717,0.822
shirt,black,leggings,pink,sneakers,navy,date,28,26,rain,0.85,0.677
shirt,orange,jeans,yellow,sandals,pink,casual,28,29,cloudy,0.85,0.824
polo,navy,jeans,beige,sandals,blue,business,15,16,sunny,0.867,0.697
t-shirt,white,leggings,navy,sandals,brown,casual,28,29,sunny,0.9,0.797
hoodie,beige,skirt,black,sneakers,blue,party,15,13,cloudy,0.817,0.657
blazer,gray,skirt,pink,heels,red,sport,25,28,sunny,0.783,0.401
shirt,red,jeans,navy,sneakers,orange,party,10,8,rain,0.867,0.647
tank-top,blue,skirt,gray,sandals,black,sport,20,15,rain,0.767,0.607
shirt,pink,skirt,burgundy,loafers,purple,date,15,17,sunny,0.867,0.794
hoodie,yellow,jeans,blue,heels,blue,casual,5,6,cloudy,0.817,0.71
blazer,red,trousers,gray,sandals,purple,party,32,36,sunny,0.667,0.69
blazer,white,trousers,white,sneakers,beige,business,20,19,cloudy,0.867,0.814
polo,white,jeans,white,boots,blue,sport,8,6,sunny,0.867,0.683
hoodie,burgundy,jeans,black,sandals,blue,sport,20,19,sunny,0.817,0.697
blouse,black,skirt,burgundy,oxfords,yellow,date,32,30,cloudy,0.867,0.814
blazer,black,shorts,gray,loafers,pink,formal,18,14,rain,0.867,0.732
blazer,white,trousers,brown,sneakers,green,business,28,29,sunny,0.667,0.682
tank-top,green,skirt,gray,loafers,yellow,sport,32,31,cloudy,0.917,0.655
blazer,orange,trousers,pink,oxfords,purple,business,12,9,rain,0.867,0.769
shirt,pink,trousers,pink,sandals,black,date,25,27,sunny,0.75,0.778
polo,black,trousers,burgundy,loafers,white,formal,20,22,sunny,0.867,0.884
hoodie,pink,leggings,black,loafers,blue,casual,8,9,sunny,0.817,0.753
blouse,pink,jeans,beige,sneakers,red,party,25,30,sunny,0.9,0.623
blouse,blue,skirt,burgundy,heels,orange,party,15,16,sunny,0.867,0.816
t-shirt,green,leggings,navy,boots,gray,formal,20,21,cloudy,0.817,0.65
dress,gray,none,none,heels,beige,sport,22,27,sunny,0.817,0.664
cardigan,red,skirt,black,boots,navy,business,8,6,sunny,0.867,0.738
t-shirt,white,shorts,burgundy,heels,purple,date,15,11,rain,0.817,0.651
shirt,white,leggings,pink,sneakers,pink,party,22,25,sunny,0.867,0.687
dress,blue,none,none,heels,gray,formal,5,4,cloudy,0.817,0.732
t-shirt,burgundy,jeans,black,boots,black,formal,5,-3,snow,0.817,0.547
sweater,pink,jeans,blue,oxfords,white,sport,8,3,rain,0.817,0.551
sweater,brown,trousers,beige,sneakers,gray,casual,2,-4,snow,0.933,0.806
blazer,burgundy,skirt,purple,boots,white,business,15,13,sunny,0.867,0.767
blouse,navy,sweatpants,white,loafers,navy,business,18,16,sunny,0.867,0.878
shirt,yellow,sweatpants,navy,heels,brown,sport,15,14,sunny,0.867,0.661
blouse,black,jeans,orange,loafers,black,formal,18,19,sunny,0.867,0.729
hoodie,white,jeans,burgundy,oxfords,red,formal,12,12,sunny,0.817,0.639
dress,blue,none,none,loafers,white,sport,28,30,cloudy,0.717,0.679
shirt,black,skirt,black,sneakers,beige,business,8,10,sunny,0.867,0.788
blouse,white,shorts,blue,sandals,blue,casual,32,37,sunny,1.0,0.908
blouse,white,skirt,green,oxfords,gray,formal,25,23,rain,0.867,0.823
shirt,purple,jeans,beige,heels,gray,sport,25,27,sunny,0.767,0.582
shirt,gray,jeans,white,boots,green,business,22,23,sunny,0.867,0.771
shirt,navy,jeans,burgundy,sneakers,gray,formal,20,20,cloudy,0.867,0.811
tank-top,green,jeans,gray,sandals,yellow,sport,28,29,sunny,0.9,0.678
t-shirt,gray,jeans,red,heels,black,casual,5,5,cloudy,0.817,0.788
t-shirt,pink,trousers,black,loafers,white,business,32,36,sunny,0.717,0.749
tank-top,navy,skirt,red,sandals,green,casual,28,32,sunny,1.0,0.817
t-shirt,pink,skirt,white,heels,burgundy,casual,18,16,sunny,0.817,0.725
blazer,gray,jeans,white,boots,navy,business,18,20,cloudy,0.867,0.801
shirt,purple,skirt,purple,sneakers,navy,casual,22,20,cloudy,0.867,0.818
shirt,black,leggings,white,sandals,black,formal,20,19,sunny,0.867,0.835
t-shirt,white,jeans,pink,sneakers,white,casual,18,15,rain,0.817,0.805
blouse,gray,jeans,white,boots,burgundy,formal,20,15,rain,0.867,0.747
dress,red,none,none,sneakers,burgundy,date,20,20,sunny,0.817,0.724
cardigan,burgundy,shorts,red,heels,white,date,10,12,sunny,0.867,0.76
dress,black,none,none,sandals,brown,date,25,26,cloudy,0.8,0.784
hoodie,blue,jeans,white,sandals,blue,casual,22,25,sunny,0.817,0.848
cardigan,white,trousers,navy,oxfords,orange,formal,12,12,sunny,0.867,0.858
t-shirt,navy,leggings,gray,sandals,gray,business,28,23,rain,0.9,0.703
shirt,orange,skirt,green,loafers,brown,casual,32,30,cloudy,0.867,0.81
t-shirt,orange,jeans,black,heels,pink,date,32,30,rain,0.817,0.685
blouse,burgundy,trousers,gray,loafers,gray,formal,20,22,sunny,0.867,0.924
blazer,beige,jeans,brown,boots,gray,business,12,11,sunny,0.867,0.826
polo,navy,skirt,pink,sneakers,burgundy,date,12,14,sunny,0.867,0.736
blazer,black,skirt,gray,loafers,pink,party,8,8,sunny,0.867,0.714
tank-top,gray,jeans,gray,loafers,navy,sport,20,21,sunny,0.767,0.733
dress,pink,none,none,sandals,gray,date,25,30,sunny,0.8,0.732
cardigan,blue,trousers,black,oxfords,black,party,10,8,sunny,0.867,0.74
polo,blue,leggings,blue,sandals,yellow,casual,28,31,sunny,0.9,0.785
blazer,orange,sweatpants,navy,oxfords,navy,business,15,12,rain,0.867,0.733
hoodie,gray,shorts,red,heels,purple,sport,8,7,sunny,0.817,0.611
t-shirt,black,skirt,orange,loafers,white,sport,18,14,rain,0.817,0.61
sweater,brown,jeans,navy,sneakers,brown,formal,18,17,sunny,0.817,0.587
shirt,navy,trousers,brown,loafers,beige,formal,25,22,rain,0.667,0.924
blazer,beige,skirt,navy,loafers,navy,formal,22,25,sunny,0.867,0.835
sweater,brown,leggings,gray,sneakers,black,casual,5,0,rain,0.817,0.801
dress,orange,none,none,loafers,yellow,party,15,12,rain,0.817,0.722
shirt,orange,trousers,navy,loafers,brown,date,25,27,sunny,0.667,0.668
blazer,burgundy,trousers,gray,heels,red,sport,22,22,cloudy,0.867,0.475
dress,white,none,none,sneakers,yellow,party,15,14,sunny,0.817,0.659
t-shirt,black,trousers,burgundy,loafers,black,date,28,30,sunny,0.717,0.789
dress,burgundy,none,none,boots,yellow,date,20,22,sunny,0.817,0.719
hoodie,orange,leggings,white,boots,navy,business,10,9,rain,0.817,0.692
cardigan,gray,leggings,blue,sneakers,black,sport,22,21,cloudy,0.867,0.846
t-shirt,red,trousers,pink,sneakers,white,formal,22,17,rain,0.817,0.611
shirt,purple,skirt,black,boots,brown,business,20,21,sunny,0.867,0.777
sweater,yellow,trousers,burgundy,loafers,burgundy,date,20,19,sunny,0.817,0.749
shirt,gray,skirt,black,boots,blue,formal,15,14,sunny,0.867,0.847
dress,navy,none,none,heels,yellow,formal,28,30,sunny,0.717,0.761
shirt,brown,sweatpants,navy,boots,brown,formal,12,11,sunny,0.867,0.724
tank-top,white,skirt,green,heels,red,sport,32,34,sunny,0.917,0.671
dress,beige,none,none,sneakers,red,party,10,11,sunny,0.817,0.656
shirt,yellow,skirt,navy,loafers,beige,date,12,9,rain,0.867,0.701
polo,green,trousers,navy,loafers,green,casual,15,14,sunny,0.867,0.806
shirt,pink,jeans,navy,sandals,beige,formal,32,36,sunny,0.85,0.708
polo,black,jeans,gray,heels,black,party,22,27,sunny,0.867,0.798
t-shirt,blue,skirt,navy,sneakers,blue,sport,28,31,sunny,1.0,0.755
cardigan,blue,jeans,navy,oxfords,black,casual,15,17,cloudy,0.867,0.755
t-shirt,gray,jeans,yellow,sneakers,navy,sport,28,24,rain,0.9,0.827
hoodie,pink,skirt,black,boots,green,formal,22,23,cloudy,0.817,0.594
shirt,blue,skirt,pink,sneakers,orange,date,20,20,sunny,0.867,0.799
hoodie,pink,skirt,yellow,oxfords,navy,business,10,8,rain,0.817,0.602
dress,navy,none,none,loafers,blue,casual,15,16,sunny,0.817,0.648
tank-top,yellow,shorts,orange,sandals,green,sport,25,23,rain,1.0,0.678
tank-top,pink,skirt,navy,heels,white,sport,15,11,rain,0.767,0.583
hoodie,black,jeans,black,sneakers,navy,sport,25,20,rain,0.633,0.685
dress,orange,none,none,sneakers,burgundy,party,18,16,rain,0.817,0.665
t-shirt,gray,skirt,black,loafers,blue,formal,8,8,sunny,0.817,0.699
t-shirt,black,shorts,gray,heels,pink,date,28,33,sunny,0.917,0.722
sweater,blue,skirt,beige,oxfords,navy,formal,12,12,sunny,0.817,0.826
dress,burgundy,none,none,sneakers,black,party,2,3,cloudy,0.7,0.63
dress,purple,none,none,heels,purple,date,25,26,cloudy,0.717,0.794
blouse,black,shorts,black,sneakers,pink,date,18,19,cloudy,0.867,0.732
hoodie,red,skirt,red,oxfords,white,party,18,13,rain,0.817,0.7
dress,blue,none,none,heels,purple,date,18,17,cloudy,0.817,0.705
blouse,pink,trousers,black,sneakers,black,party,20,16,rain,0.867,0.708
dress,blue,none,none,boots,black,formal,22,24,sunny,0.817,0.733
dress,white,none,none,sandals,orange,formal,28,29,sunny,0.8,0.718
hoodie,pink,jeans,green,sneakers,red,casual,20,21,cloudy,0.817,0.86
t-shirt,gray,skirt,blue,heels,green,casual,25,23,rain,0.917,0.806
blouse,green,skirt,blue,heels,red,date,32,29,rain,0.917,0.816
blazer,gray,shorts,orange,sneakers,blue,formal,28,26,rain,0.867,0.56
shirt,yellow,skirt,brown,sneakers,white,business,15,17,cloudy,0.867,0.753
shirt,brown,sweatpants,black,oxfords,black,date,12,13,sunny,0.867,0.715
hoodie,beige,sweatpants,red,boots,pink,party,2,-6,snow,1.0,0.541
hoodie,pink,trousers,blue,oxfords,white,casual,8,7,rain,0.817,0.738
shirt,gray,skirt,yellow,boots,purple,sport,20,19,sunny,0.867,0.532
hoodie,navy,trousers,navy,heels,brown,business,20,17,rain,0.817,0.763
dress,white,none,none,heels,navy,casual,25,27,cloudy,0.717,0.775
blazer,red,trousers,beige,oxfords,gray,formal,5,5,cloudy,0.867,0.905
sweater,black,trousers,red,boots,red,date,12,13,sunny,0.817,0.828
shirt,green,sweatpants,black,sneakers,brown,party,20,16,rain,0.867,0.641
dress,beige,none,none,boots,pink,party,2,3,cloudy,0.767,0.663
polo,blue,jeans,yellow,heels,burgundy,party,22,25,sunny,0.867,0.754
t-shirt,burgundy,jeans,pink,heels,pink,party,18,17,sunny,0.817,0.73
polo,black,shorts,black,boots,black,formal,22,24,cloudy,0.867,0.653
sweater,purple,trousers,yellow,loafers,red,sport,18,14,rain,0.817,0.53
sweater,black,trousers,black,sneakers,gray,sport,2,-2,rain,0.933,0.671
cardigan,gray,skirt,white,loafers,navy,casual,22,23,sunny,0.867,0.867
shirt,green,sweatpants,navy,sneakers,gray,casual,22,23,sunny,0.867,0.858
polo,burgundy,jeans,orange,loafers,blue,party,22,20,rain,0.867,0.703
t-shirt,yellow,shorts,burgundy,sneakers,burgundy,date,25,30,sunny,1.0,0.689
t-shirt,blue,skirt,black,loafers,black,sport,18,19,sunny,0.817,0.683
